# Mission Data Summary
# Total Survey Points: 410
# Duplicates Removed: 11
# Generated: 2025-09-26 17:05:50
#
time,id,name,description,status,originalLongitude,originalLatitude,originalAltitude,offsetLongitude,offsetLatitude,roverPositionLongitude,roverPositionLatitude,roverPositionAltitude,unitOfMeasurement,manualMarking,drivingDirection,roverLeftOffsetDistance,roverRightOffsetDistance,roverFrontOffsetDistance,roverOffsetMode,onPoint,pointCompleted
2025-09-26T13:04:57.334Z,OCYyzP0N,7934,White,1,-88.911353009317,42.998063151819,273.88384378824,-88.91131543540081,42.99805291415791,-88.9113130139205,42.99805102506603,238.98025190213735,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-26T13:05:14.290Z,0_baudCU,7983,White,1,-88.911280123569,42.998062454132,273.82648676808,-88.91124254966529,42.99805221644699,-88.91123861959294,42.998052352699176,238.88575339009233,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-26T13:05:30.224Z,dVv_wNLU,7968,White,1,-88.911207237802,42.998061757497,273.7308216,-88.91116966391083,42.998051519788056,-88.91116621050894,42.998051116551125,238.7904558109636,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-26T13:05:44.872Z,AL5kBpjH,7889,White,1,-88.91113435194,42.998061066302,273.63621168,-88.91109677806136,42.99805082856913,-88.91108992318674,42.99804980426653,238.70085360413668,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-26T13:05:57.758Z,Ymq7L71z,7874,White,1,-88.911061466168,42.998060370121,273.59636176224,-88.91102389230188,42.99805013236421,-88.9110175711746,42.99805033351271,238.50624826524825,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-26T13:06:09.726Z,HyZgfKlr,7922,White,1,-88.910988580456,42.998059670602,273.26613485856,-88.91095100660237,42.99804943282128,-88.91094504249565,42.99805044137979,238.1585542169105,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-26T13:07:43.749Z,t_Wh3KUK,8118,White,1,-88.910697037746,42.998056865198,271.91956232184,-88.91065946394251,42.99804662732157,-88.91065488151135,42.9980450146298,236.72795070799447,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-26T13:08:21.955Z,-1gMbPVq,8103,White,1,-88.910624152076,42.998056163524,271.60111289016,-88.91058657828503,42.998045925623664,-88.91058344180288,42.99804483789449,236.42436138722084,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-26T13:08:35.070Z,sFdfkQjG,8024,White,1,-88.910551266359,42.998055464547,271.33622136,-88.91051369258057,42.9980452266227,-88.910509939292,42.998044447213466,236.15003459126737,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-26T13:08:48.009Z,FWUcPaNr,24492,White,1,-88.910478380507,42.998054773206,271.0885104,-88.91044080674108,42.99804453525778,-88.91043506641005,42.99804344587749,235.86743681554296,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-26T13:09:02.519Z,ArhQsU_D,24478,White,1,-88.910405494427,42.998054094712,270.85721279808,-88.9103679206736,42.99804385673984,-88.91036219141624,42.99804262270229,235.6519217951897,ft,True,backward,0,-3.6,-10.1,B,5,2
2025-09-26T13:09:16.481Z,g_RhMg1E,24528,White,1,-88.910332608911,42.99805338462,270.69016728,-88.91029503517012,42.99804314662394,-88.91028907351503,42.99804246418625,235.52988047542735,ft,True,backward,0,-3.6,-10.1,B,5,2
